clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
u94VPxEIJPg_001,mosei_real,0,mosei_u94VPxEIJPg_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_001.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_001.pt,data\preprocessed\features\z_v\u94VPxEIJPg_001.pt
u94VPxEIJPg_002,mosei_real,0,mosei_u94VPxEIJPg_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_002.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_002.pt,data\preprocessed\features\z_v\u94VPxEIJPg_002.pt
u94VPxEIJPg_003,mosei_real,0,mosei_u94VPxEIJPg_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_003.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_003.pt,data\preprocessed\features\z_v\u94VPxEIJPg_003.pt
u94VPxEIJPg_004,mosei_real,0,mosei_u94VPxEIJPg_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_004.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_004.pt,data\preprocessed\features\z_v\u94VPxEIJPg_004.pt
u94VPxEIJPg_005,mosei_real,0,mosei_u94VPxEIJPg_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_005.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_005.pt,data\preprocessed\features\z_v\u94VPxEIJPg_005.pt
u94VPxEIJPg_006,mosei_real,0,mosei_u94VPxEIJPg_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_006.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_006.pt,data\preprocessed\features\z_v\u94VPxEIJPg_006.pt
u94VPxEIJPg_007,mosei_real,0,mosei_u94VPxEIJPg_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\u94VPxEIJPg_007.mp4,data\preprocessed\features\z_at\u94VPxEIJPg_007.pt,data\preprocessed\features\z_v\u94VPxEIJPg_007.pt
uAExKaLeOl8_000,mosei_real,0,mosei_uAExKaLeOl8_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\uAExKaLeOl8_000.mp4,data\preprocessed\features\z_at\uAExKaLeOl8_000.pt,data\preprocessed\features\z_v\uAExKaLeOl8_000.pt
uAExKaLeOl8_005,mosei_real,0,mosei_uAExKaLeOl8_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\uAExKaLeOl8_005.mp4,data\preprocessed\features\z_at\uAExKaLeOl8_005.pt,data\preprocessed\features\z_v\uAExKaLeOl8_005.pt
uAExKaLeOl8_006,mosei_real,0,mosei_uAExKaLeOl8_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\uAExKaLeOl8_006.mp4,data\preprocessed\features\z_at\uAExKaLeOl8_006.pt,data\preprocessed\features\z_v\uAExKaLeOl8_006.pt
