clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
FAKE_T3_1045_MTI_NEU_XX__AUDIO_1045_MTI_SAD_XX_sadtalker,track3,1,crema_1045,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_MTI_NEU_XX__AUDIO_1045_MTI_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_MTI_NEU_XX__AUDIO_1045_MTI_SAD_XX_sadtalker.pt
FAKE_T3_1045_MTI_SAD_XX__AUDIO_1045_MTI_ANG_XX_sadtalker,track3,1,crema_1045,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_MTI_SAD_XX__AUDIO_1045_MTI_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_MTI_SAD_XX__AUDIO_1045_MTI_ANG_XX_sadtalker.pt
FAKE_T3_1045_TAI_ANG_XX__AUDIO_1045_TAI_DIS_XX_sadtalker,track3,1,crema_1045,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TAI_ANG_XX__AUDIO_1045_TAI_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TAI_ANG_XX__AUDIO_1045_TAI_DIS_XX_sadtalker.pt
FAKE_T3_1045_TAI_DIS_XX__AUDIO_1045_TAI_FEA_XX_sadtalker,track3,1,crema_1045,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TAI_DIS_XX__AUDIO_1045_TAI_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TAI_DIS_XX__AUDIO_1045_TAI_FEA_XX_sadtalker.pt
FAKE_T3_1045_TAI_NEU_XX__AUDIO_1045_TAI_SAD_XX_sadtalker,track3,1,crema_1045,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TAI_NEU_XX__AUDIO_1045_TAI_SAD_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TAI_NEU_XX__AUDIO_1045_TAI_SAD_XX_sadtalker.pt
FAKE_T3_1045_TAI_SAD_XX__AUDIO_1045_TAI_ANG_XX_sadtalker,track3,1,crema_1045,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TAI_SAD_XX__AUDIO_1045_TAI_ANG_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TAI_SAD_XX__AUDIO_1045_TAI_ANG_XX_sadtalker.pt
FAKE_T3_1045_TIE_ANG_XX__AUDIO_1045_TIE_DIS_XX_sadtalker,track3,1,crema_1045,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TIE_ANG_XX__AUDIO_1045_TIE_DIS_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TIE_ANG_XX__AUDIO_1045_TIE_DIS_XX_sadtalker.pt
FAKE_T3_1045_TIE_DIS_XX__AUDIO_1045_TIE_FEA_XX_sadtalker,track3,1,crema_1045,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TIE_DIS_XX__AUDIO_1045_TIE_FEA_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TIE_DIS_XX__AUDIO_1045_TIE_FEA_XX_sadtalker.pt
FAKE_T3_1045_TIE_FEA_XX__AUDIO_1045_TIE_HAP_XX_sadtalker,track3,1,crema_1045,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TIE_FEA_XX__AUDIO_1045_TIE_HAP_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TIE_FEA_XX__AUDIO_1045_TIE_HAP_XX_sadtalker.pt
FAKE_T3_1045_TIE_HAP_XX__AUDIO_1045_TIE_NEU_XX_sadtalker,track3,1,crema_1045,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T3_1045_TIE_HAP_XX__AUDIO_1045_TIE_NEU_XX_sadtalker.pt,data\preprocessed\features\z_v\FAKE_T3_1045_TIE_HAP_XX__AUDIO_1045_TIE_NEU_XX_sadtalker.pt
