clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
FAKE_T2_1001_DFA_DIS_XX__AUDIO_1001_DFA_FEA_XX_wav2lip,track2,1,crema_1001,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_DFA_DIS_XX__AUDIO_1001_DFA_FEA_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_DFA_DIS_XX__AUDIO_1001_DFA_FEA_XX_wav2lip.pt
FAKE_T2_1001_DFA_SAD_XX__AUDIO_1001_DFA_ANG_XX_wav2lip,track2,1,crema_1001,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_DFA_SAD_XX__AUDIO_1001_DFA_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_DFA_SAD_XX__AUDIO_1001_DFA_ANG_XX_wav2lip.pt
FAKE_T2_1001_IEO_ANG_LO__AUDIO_1001_IEO_DIS_LO_wav2lip,track2,1,crema_1001,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_IEO_ANG_LO__AUDIO_1001_IEO_DIS_LO_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_IEO_ANG_LO__AUDIO_1001_IEO_DIS_LO_wav2lip.pt
FAKE_T2_1001_IEO_HAP_MD__AUDIO_1001_IEO_NEU_XX_wav2lip,track2,1,crema_1001,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_IEO_HAP_MD__AUDIO_1001_IEO_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_IEO_HAP_MD__AUDIO_1001_IEO_NEU_XX_wav2lip.pt
FAKE_T2_1001_IEO_SAD_LO__AUDIO_1001_IEO_ANG_LO_wav2lip,track2,1,crema_1001,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_IEO_SAD_LO__AUDIO_1001_IEO_ANG_LO_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_IEO_SAD_LO__AUDIO_1001_IEO_ANG_LO_wav2lip.pt
FAKE_T2_1001_IEO_SAD_MD__AUDIO_1001_IEO_ANG_MD_wav2lip,track2,1,crema_1001,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_IEO_SAD_MD__AUDIO_1001_IEO_ANG_MD_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_IEO_SAD_MD__AUDIO_1001_IEO_ANG_MD_wav2lip.pt
FAKE_T2_1001_IOM_HAP_XX__AUDIO_1001_IOM_NEU_XX_wav2lip,track2,1,crema_1001,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_IOM_HAP_XX__AUDIO_1001_IOM_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_IOM_HAP_XX__AUDIO_1001_IOM_NEU_XX_wav2lip.pt
FAKE_T2_1001_ITH_ANG_XX__AUDIO_1001_ITH_DIS_XX_wav2lip,track2,1,crema_1001,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_ITH_ANG_XX__AUDIO_1001_ITH_DIS_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_ITH_ANG_XX__AUDIO_1001_ITH_DIS_XX_wav2lip.pt
FAKE_T2_1001_ITH_NEU_XX__AUDIO_1001_ITH_SAD_XX_wav2lip,track2,1,crema_1001,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_ITH_NEU_XX__AUDIO_1001_ITH_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_ITH_NEU_XX__AUDIO_1001_ITH_SAD_XX_wav2lip.pt
FAKE_T2_1001_ITS_HAP_XX__AUDIO_1001_ITS_NEU_XX_wav2lip,track2,1,crema_1001,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1001_ITS_HAP_XX__AUDIO_1001_ITS_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1001_ITS_HAP_XX__AUDIO_1001_ITS_NEU_XX_wav2lip.pt
