clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
FAKE_T2_1091_IOM_NEU_XX__AUDIO_1091_IOM_SAD_XX_wav2lip,track2,1,crema_1091,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_IOM_NEU_XX__AUDIO_1091_IOM_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_IOM_NEU_XX__AUDIO_1091_IOM_SAD_XX_wav2lip.pt
FAKE_T2_1091_ITS_DIS_XX__AUDIO_1091_ITS_FEA_XX_wav2lip,track2,1,crema_1091,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_ITS_DIS_XX__AUDIO_1091_ITS_FEA_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_ITS_DIS_XX__AUDIO_1091_ITS_FEA_XX_wav2lip.pt
FAKE_T2_1091_ITS_NEU_XX__AUDIO_1091_ITS_SAD_XX_wav2lip,track2,1,crema_1091,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_ITS_NEU_XX__AUDIO_1091_ITS_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_ITS_NEU_XX__AUDIO_1091_ITS_SAD_XX_wav2lip.pt
FAKE_T2_1091_IWL_DIS_XX__AUDIO_1091_IWL_FEA_XX_wav2lip,track2,1,crema_1091,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_IWL_DIS_XX__AUDIO_1091_IWL_FEA_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_IWL_DIS_XX__AUDIO_1091_IWL_FEA_XX_wav2lip.pt
FAKE_T2_1091_IWL_HAP_XX__AUDIO_1091_IWL_NEU_XX_wav2lip,track2,1,crema_1091,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_IWL_HAP_XX__AUDIO_1091_IWL_NEU_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_IWL_HAP_XX__AUDIO_1091_IWL_NEU_XX_wav2lip.pt
FAKE_T2_1091_IWL_NEU_XX__AUDIO_1091_IWL_SAD_XX_wav2lip,track2,1,crema_1091,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_IWL_NEU_XX__AUDIO_1091_IWL_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_IWL_NEU_XX__AUDIO_1091_IWL_SAD_XX_wav2lip.pt
FAKE_T2_1091_IWW_FEA_XX__AUDIO_1091_IWW_HAP_XX_wav2lip,track2,1,crema_1091,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_IWW_FEA_XX__AUDIO_1091_IWW_HAP_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_IWW_FEA_XX__AUDIO_1091_IWW_HAP_XX_wav2lip.pt
FAKE_T2_1091_IWW_NEU_XX__AUDIO_1091_IWW_SAD_XX_wav2lip,track2,1,crema_1091,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_IWW_NEU_XX__AUDIO_1091_IWW_SAD_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_IWW_NEU_XX__AUDIO_1091_IWW_SAD_XX_wav2lip.pt
FAKE_T2_1091_MTI_SAD_XX__AUDIO_1091_MTI_ANG_XX_wav2lip,track2,1,crema_1091,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_MTI_SAD_XX__AUDIO_1091_MTI_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_MTI_SAD_XX__AUDIO_1091_MTI_ANG_XX_wav2lip.pt
FAKE_T2_1091_TAI_SAD_XX__AUDIO_1091_TAI_ANG_XX_wav2lip,track2,1,crema_1091,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T2_1091_TAI_SAD_XX__AUDIO_1091_TAI_ANG_XX_wav2lip.pt,data\preprocessed\features\z_v\FAKE_T2_1091_TAI_SAD_XX__AUDIO_1091_TAI_ANG_XX_wav2lip.pt
