clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
train_dia608_utt5,meld_real,0,meld_Ross,fear,fear,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia608_utt5.mp4,data\preprocessed\features\z_at\train_dia608_utt5.pt,data\preprocessed\features\z_v\train_dia608_utt5.pt
train_dia608_utt7,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia608_utt7.mp4,data\preprocessed\features\z_at\train_dia608_utt7.pt,data\preprocessed\features\z_v\train_dia608_utt7.pt
train_dia608_utt9,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia608_utt9.mp4,data\preprocessed\features\z_at\train_dia608_utt9.pt,data\preprocessed\features\z_v\train_dia608_utt9.pt
train_dia610_utt4,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia610_utt4.mp4,data\preprocessed\features\z_at\train_dia610_utt4.pt,data\preprocessed\features\z_v\train_dia610_utt4.pt
train_dia610_utt6,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia610_utt6.mp4,data\preprocessed\features\z_at\train_dia610_utt6.pt,data\preprocessed\features\z_v\train_dia610_utt6.pt
train_dia611_utt0,meld_real,0,meld_Ross,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia611_utt0.mp4,data\preprocessed\features\z_at\train_dia611_utt0.pt,data\preprocessed\features\z_v\train_dia611_utt0.pt
train_dia611_utt10,meld_real,0,meld_Rachel,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia611_utt10.mp4,data\preprocessed\features\z_at\train_dia611_utt10.pt,data\preprocessed\features\z_v\train_dia611_utt10.pt
train_dia611_utt4,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia611_utt4.mp4,data\preprocessed\features\z_at\train_dia611_utt4.pt,data\preprocessed\features\z_v\train_dia611_utt4.pt
train_dia611_utt5,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia611_utt5.mp4,data\preprocessed\features\z_at\train_dia611_utt5.pt,data\preprocessed\features\z_v\train_dia611_utt5.pt
train_dia612_utt9,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia612_utt9.mp4,data\preprocessed\features\z_at\train_dia612_utt9.pt,data\preprocessed\features\z_v\train_dia612_utt9.pt
train_dia613_utt10,meld_real,0,meld_Phoebe,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia613_utt10.mp4,data\preprocessed\features\z_at\train_dia613_utt10.pt,data\preprocessed\features\z_v\train_dia613_utt10.pt
train_dia613_utt2,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia613_utt2.mp4,data\preprocessed\features\z_at\train_dia613_utt2.pt,data\preprocessed\features\z_v\train_dia613_utt2.pt
train_dia613_utt3,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia613_utt3.mp4,data\preprocessed\features\z_at\train_dia613_utt3.pt,data\preprocessed\features\z_v\train_dia613_utt3.pt
train_dia613_utt5,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia613_utt5.mp4,data\preprocessed\features\z_at\train_dia613_utt5.pt,data\preprocessed\features\z_v\train_dia613_utt5.pt
train_dia613_utt9,meld_real,0,meld_Monica,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia613_utt9.mp4,data\preprocessed\features\z_at\train_dia613_utt9.pt,data\preprocessed\features\z_v\train_dia613_utt9.pt
