clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
train_dia425_utt2,meld_real,0,meld_Rachel,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia425_utt2.mp4,data\preprocessed\features\z_at\train_dia425_utt2.pt,data\preprocessed\features\z_v\train_dia425_utt2.pt
train_dia427_utt0,meld_real,0,meld_Monica,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia427_utt0.mp4,data\preprocessed\features\z_at\train_dia427_utt0.pt,data\preprocessed\features\z_v\train_dia427_utt0.pt
train_dia427_utt1,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia427_utt1.mp4,data\preprocessed\features\z_at\train_dia427_utt1.pt,data\preprocessed\features\z_v\train_dia427_utt1.pt
train_dia428_utt2,meld_real,0,meld_Chandler,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia428_utt2.mp4,data\preprocessed\features\z_at\train_dia428_utt2.pt,data\preprocessed\features\z_v\train_dia428_utt2.pt
train_dia429_utt4,meld_real,0,meld_Lorraine,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia429_utt4.mp4,data\preprocessed\features\z_at\train_dia429_utt4.pt,data\preprocessed\features\z_v\train_dia429_utt4.pt
train_dia429_utt7,meld_real,0,meld_Lorraine,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia429_utt7.mp4,data\preprocessed\features\z_at\train_dia429_utt7.pt,data\preprocessed\features\z_v\train_dia429_utt7.pt
train_dia430_utt2,meld_real,0,meld_Rachel,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia430_utt2.mp4,data\preprocessed\features\z_at\train_dia430_utt2.pt,data\preprocessed\features\z_v\train_dia430_utt2.pt
train_dia430_utt5,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia430_utt5.mp4,data\preprocessed\features\z_at\train_dia430_utt5.pt,data\preprocessed\features\z_v\train_dia430_utt5.pt
train_dia431_utt1,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia431_utt1.mp4,data\preprocessed\features\z_at\train_dia431_utt1.pt,data\preprocessed\features\z_v\train_dia431_utt1.pt
train_dia431_utt13,meld_real,0,meld_Phoebe,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia431_utt13.mp4,data\preprocessed\features\z_at\train_dia431_utt13.pt,data\preprocessed\features\z_v\train_dia431_utt13.pt
train_dia431_utt18,meld_real,0,meld_Phoebe,disgust,disgust,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia431_utt18.mp4,data\preprocessed\features\z_at\train_dia431_utt18.pt,data\preprocessed\features\z_v\train_dia431_utt18.pt
train_dia431_utt5,meld_real,0,meld_Joey,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia431_utt5.mp4,data\preprocessed\features\z_at\train_dia431_utt5.pt,data\preprocessed\features\z_v\train_dia431_utt5.pt
train_dia431_utt6,meld_real,0,meld_Phoebe,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia431_utt6.mp4,data\preprocessed\features\z_at\train_dia431_utt6.pt,data\preprocessed\features\z_v\train_dia431_utt6.pt
train_dia434_utt0,meld_real,0,meld_Rachel,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia434_utt0.mp4,data\preprocessed\features\z_at\train_dia434_utt0.pt,data\preprocessed\features\z_v\train_dia434_utt0.pt
train_dia434_utt10,meld_real,0,meld_Rachel,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia434_utt10.mp4,data\preprocessed\features\z_at\train_dia434_utt10.pt,data\preprocessed\features\z_v\train_dia434_utt10.pt
train_dia434_utt6,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia434_utt6.mp4,data\preprocessed\features\z_at\train_dia434_utt6.pt,data\preprocessed\features\z_v\train_dia434_utt6.pt
train_dia434_utt8,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia434_utt8.mp4,data\preprocessed\features\z_at\train_dia434_utt8.pt,data\preprocessed\features\z_v\train_dia434_utt8.pt
train_dia435_utt1,meld_real,0,meld_Ross,joy,joy,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia435_utt1.mp4,data\preprocessed\features\z_at\train_dia435_utt1.pt,data\preprocessed\features\z_v\train_dia435_utt1.pt
