clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
1_10004,mustard,-1,mustard_SHELDON,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10004.mp4,data\preprocessed\features\z_at\1_10004.pt,data\preprocessed\features\z_v\1_10004.pt
1_1001,mustard,-1,mustard_RAJ,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_1001.mp4,data\preprocessed\features\z_at\1_1001.pt,data\preprocessed\features\z_v\1_1001.pt
1_1003,mustard,-1,mustard_HOWARD,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_1003.mp4,data\preprocessed\features\z_at\1_1003.pt,data\preprocessed\features\z_v\1_1003.pt
1_10190,mustard,-1,mustard_SHELDON,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10190.mp4,data\preprocessed\features\z_at\1_10190.pt,data\preprocessed\features\z_v\1_10190.pt
1_10462,mustard,-1,mustard_HOWARD,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10462.mp4,data\preprocessed\features\z_at\1_10462.pt,data\preprocessed\features\z_v\1_10462.pt
1_10496,mustard,-1,mustard_SHELDON,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10496.mp4,data\preprocessed\features\z_at\1_10496.pt,data\preprocessed\features\z_v\1_10496.pt
1_105,mustard,-1,mustard_SHELDON,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_105.mp4,data\preprocessed\features\z_at\1_105.pt,data\preprocessed\features\z_v\1_105.pt
1_10810,mustard,-1,mustard_SHELDON,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10810.mp4,data\preprocessed\features\z_at\1_10810.pt,data\preprocessed\features\z_v\1_10810.pt
1_10829,mustard,-1,mustard_SHELDON,,,1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10829.mp4,data\preprocessed\features\z_at\1_10829.pt,data\preprocessed\features\z_v\1_10829.pt
1_10849,mustard,-1,mustard_HOWARD,,,0,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\MUStARD\raw_data\utterances_final\1_10849.mp4,data\preprocessed\features\z_at\1_10849.pt,data\preprocessed\features\z_v\1_10849.pt
