clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
gXuiIWRxrw4_002,mosei_real,0,mosei_gXuiIWRxrw4_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gXuiIWRxrw4_002.mp4,data\preprocessed\features\z_at\gXuiIWRxrw4_002.pt,data\preprocessed\features\z_v\gXuiIWRxrw4_002.pt
gXuiIWRxrw4_008,mosei_real,0,mosei_gXuiIWRxrw4_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gXuiIWRxrw4_008.mp4,data\preprocessed\features\z_at\gXuiIWRxrw4_008.pt,data\preprocessed\features\z_v\gXuiIWRxrw4_008.pt
gXuiIWRxrw4_010,mosei_real,0,mosei_gXuiIWRxrw4_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gXuiIWRxrw4_010.mp4,data\preprocessed\features\z_at\gXuiIWRxrw4_010.pt,data\preprocessed\features\z_v\gXuiIWRxrw4_010.pt
gXuiIWRxrw4_011,mosei_real,0,mosei_gXuiIWRxrw4_011,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gXuiIWRxrw4_011.mp4,data\preprocessed\features\z_at\gXuiIWRxrw4_011.pt,data\preprocessed\features\z_v\gXuiIWRxrw4_011.pt
gXuiIWRxrw4_017,mosei_real,0,mosei_gXuiIWRxrw4_017,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gXuiIWRxrw4_017.mp4,data\preprocessed\features\z_at\gXuiIWRxrw4_017.pt,data\preprocessed\features\z_v\gXuiIWRxrw4_017.pt
gZDyk95Xob4_000,mosei_real,0,mosei_gZDyk95Xob4_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gZDyk95Xob4_000.mp4,data\preprocessed\features\z_at\gZDyk95Xob4_000.pt,data\preprocessed\features\z_v\gZDyk95Xob4_000.pt
gZDyk95Xob4_002,mosei_real,0,mosei_gZDyk95Xob4_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gZDyk95Xob4_002.mp4,data\preprocessed\features\z_at\gZDyk95Xob4_002.pt,data\preprocessed\features\z_v\gZDyk95Xob4_002.pt
gZDyk95Xob4_003,mosei_real,0,mosei_gZDyk95Xob4_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gZDyk95Xob4_003.mp4,data\preprocessed\features\z_at\gZDyk95Xob4_003.pt,data\preprocessed\features\z_v\gZDyk95Xob4_003.pt
gZDyk95Xob4_006,mosei_real,0,mosei_gZDyk95Xob4_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gZDyk95Xob4_006.mp4,data\preprocessed\features\z_at\gZDyk95Xob4_006.pt,data\preprocessed\features\z_v\gZDyk95Xob4_006.pt
gZDyk95Xob4_007,mosei_real,0,mosei_gZDyk95Xob4_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\gZDyk95Xob4_007.mp4,data\preprocessed\features\z_at\gZDyk95Xob4_007.pt,data\preprocessed\features\z_v\gZDyk95Xob4_007.pt
