clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
-3g5yACwYnA_001,mosei_real,0,mosei_-3g5yACwYnA_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-3g5yACwYnA_001.mp4,data\preprocessed\features\z_at\-3g5yACwYnA_001.pt,data\preprocessed\features\z_v\-3g5yACwYnA_001.pt
-571d8cVauQ_000,mosei_real,0,mosei_-571d8cVauQ_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-571d8cVauQ_000.mp4,data\preprocessed\features\z_at\-571d8cVauQ_000.pt,data\preprocessed\features\z_v\-571d8cVauQ_000.pt
-571d8cVauQ_001,mosei_real,0,mosei_-571d8cVauQ_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-571d8cVauQ_001.mp4,data\preprocessed\features\z_at\-571d8cVauQ_001.pt,data\preprocessed\features\z_v\-571d8cVauQ_001.pt
-9YyBTjo1zo_000,mosei_real,0,mosei_-9YyBTjo1zo_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9YyBTjo1zo_000.mp4,data\preprocessed\features\z_at\-9YyBTjo1zo_000.pt,data\preprocessed\features\z_v\-9YyBTjo1zo_000.pt
-9YyBTjo1zo_001,mosei_real,0,mosei_-9YyBTjo1zo_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9YyBTjo1zo_001.mp4,data\preprocessed\features\z_at\-9YyBTjo1zo_001.pt,data\preprocessed\features\z_v\-9YyBTjo1zo_001.pt
-9y-fZ3swSY_000,mosei_real,0,mosei_-9y-fZ3swSY_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_000.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_000.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_000.pt
-9y-fZ3swSY_001,mosei_real,0,mosei_-9y-fZ3swSY_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_001.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_001.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_001.pt
-9y-fZ3swSY_002,mosei_real,0,mosei_-9y-fZ3swSY_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_002.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_002.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_002.pt
-9y-fZ3swSY_003,mosei_real,0,mosei_-9y-fZ3swSY_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_003.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_003.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_003.pt
-9y-fZ3swSY_004,mosei_real,0,mosei_-9y-fZ3swSY_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_004.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_004.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_004.pt
-9y-fZ3swSY_005,mosei_real,0,mosei_-9y-fZ3swSY_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_005.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_005.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_005.pt
-9y-fZ3swSY_006,mosei_real,0,mosei_-9y-fZ3swSY_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-9y-fZ3swSY_006.mp4,data\preprocessed\features\z_at\-9y-fZ3swSY_006.pt,data\preprocessed\features\z_v\-9y-fZ3swSY_006.pt
-Alixo7euuU_000,mosei_real,0,mosei_-Alixo7euuU_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\-Alixo7euuU_000.mp4,data\preprocessed\features\z_at\-Alixo7euuU_000.pt,data\preprocessed\features\z_v\-Alixo7euuU_000.pt
