clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
XVWiAArXYpE_006,mosei_real,0,mosei_XVWiAArXYpE_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XVWiAArXYpE_006.mp4,data\preprocessed\features\z_at\XVWiAArXYpE_006.pt,data\preprocessed\features\z_v\XVWiAArXYpE_006.pt
XVWiAArXYpE_007,mosei_real,0,mosei_XVWiAArXYpE_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XVWiAArXYpE_007.mp4,data\preprocessed\features\z_at\XVWiAArXYpE_007.pt,data\preprocessed\features\z_v\XVWiAArXYpE_007.pt
XVWiAArXYpE_009,mosei_real,0,mosei_XVWiAArXYpE_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XVWiAArXYpE_009.mp4,data\preprocessed\features\z_at\XVWiAArXYpE_009.pt,data\preprocessed\features\z_v\XVWiAArXYpE_009.pt
XWIp0zH3qDM_000,mosei_real,0,mosei_XWIp0zH3qDM_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XWIp0zH3qDM_000.mp4,data\preprocessed\features\z_at\XWIp0zH3qDM_000.pt,data\preprocessed\features\z_v\XWIp0zH3qDM_000.pt
XXvSLz8QmGk_000,mosei_real,0,mosei_XXvSLz8QmGk_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XXvSLz8QmGk_000.mp4,data\preprocessed\features\z_at\XXvSLz8QmGk_000.pt,data\preprocessed\features\z_v\XXvSLz8QmGk_000.pt
XXvSLz8QmGk_006,mosei_real,0,mosei_XXvSLz8QmGk_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XXvSLz8QmGk_006.mp4,data\preprocessed\features\z_at\XXvSLz8QmGk_006.pt,data\preprocessed\features\z_v\XXvSLz8QmGk_006.pt
XXvSLz8QmGk_010,mosei_real,0,mosei_XXvSLz8QmGk_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XXvSLz8QmGk_010.mp4,data\preprocessed\features\z_at\XXvSLz8QmGk_010.pt,data\preprocessed\features\z_v\XXvSLz8QmGk_010.pt
X_TusmBIlC0_000,mosei_real,0,mosei_X_TusmBIlC0_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\X_TusmBIlC0_000.mp4,data\preprocessed\features\z_at\X_TusmBIlC0_000.pt,data\preprocessed\features\z_v\X_TusmBIlC0_000.pt
X_TusmBIlC0_001,mosei_real,0,mosei_X_TusmBIlC0_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\X_TusmBIlC0_001.mp4,data\preprocessed\features\z_at\X_TusmBIlC0_001.pt,data\preprocessed\features\z_v\X_TusmBIlC0_001.pt
Xa086gxLJ3Y_000,mosei_real,0,mosei_Xa086gxLJ3Y_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Xa086gxLJ3Y_000.mp4,data\preprocessed\features\z_at\Xa086gxLJ3Y_000.pt,data\preprocessed\features\z_v\Xa086gxLJ3Y_000.pt
Xa086gxLJ3Y_001,mosei_real,0,mosei_Xa086gxLJ3Y_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Xa086gxLJ3Y_001.mp4,data\preprocessed\features\z_at\Xa086gxLJ3Y_001.pt,data\preprocessed\features\z_v\Xa086gxLJ3Y_001.pt
Xa086gxLJ3Y_002,mosei_real,0,mosei_Xa086gxLJ3Y_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\Xa086gxLJ3Y_002.mp4,data\preprocessed\features\z_at\Xa086gxLJ3Y_002.pt,data\preprocessed\features\z_v\Xa086gxLJ3Y_002.pt
XaVYxIW0FDg_000,mosei_real,0,mosei_XaVYxIW0FDg_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XaVYxIW0FDg_000.mp4,data\preprocessed\features\z_at\XaVYxIW0FDg_000.pt,data\preprocessed\features\z_v\XaVYxIW0FDg_000.pt
XbkYA-iXUwA_000,mosei_real,0,mosei_XbkYA-iXUwA_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbkYA-iXUwA_000.mp4,data\preprocessed\features\z_at\XbkYA-iXUwA_000.pt,data\preprocessed\features\z_v\XbkYA-iXUwA_000.pt
XbkYA-iXUwA_001,mosei_real,0,mosei_XbkYA-iXUwA_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbkYA-iXUwA_001.mp4,data\preprocessed\features\z_at\XbkYA-iXUwA_001.pt,data\preprocessed\features\z_v\XbkYA-iXUwA_001.pt
XbkYA-iXUwA_002,mosei_real,0,mosei_XbkYA-iXUwA_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbkYA-iXUwA_002.mp4,data\preprocessed\features\z_at\XbkYA-iXUwA_002.pt,data\preprocessed\features\z_v\XbkYA-iXUwA_002.pt
XblL7mcdDdg_003,mosei_real,0,mosei_XblL7mcdDdg_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XblL7mcdDdg_003.mp4,data\preprocessed\features\z_at\XblL7mcdDdg_003.pt,data\preprocessed\features\z_v\XblL7mcdDdg_003.pt
XblL7mcdDdg_004,mosei_real,0,mosei_XblL7mcdDdg_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XblL7mcdDdg_004.mp4,data\preprocessed\features\z_at\XblL7mcdDdg_004.pt,data\preprocessed\features\z_v\XblL7mcdDdg_004.pt
XbolrpSc0KU_000,mosei_real,0,mosei_XbolrpSc0KU_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbolrpSc0KU_000.mp4,data\preprocessed\features\z_at\XbolrpSc0KU_000.pt,data\preprocessed\features\z_v\XbolrpSc0KU_000.pt
XbolrpSc0KU_001,mosei_real,0,mosei_XbolrpSc0KU_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbolrpSc0KU_001.mp4,data\preprocessed\features\z_at\XbolrpSc0KU_001.pt,data\preprocessed\features\z_v\XbolrpSc0KU_001.pt
XbolrpSc0KU_003,mosei_real,0,mosei_XbolrpSc0KU_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbolrpSc0KU_003.mp4,data\preprocessed\features\z_at\XbolrpSc0KU_003.pt,data\preprocessed\features\z_v\XbolrpSc0KU_003.pt
XbolrpSc0KU_004,mosei_real,0,mosei_XbolrpSc0KU_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XbolrpSc0KU_004.mp4,data\preprocessed\features\z_at\XbolrpSc0KU_004.pt,data\preprocessed\features\z_v\XbolrpSc0KU_004.pt
XlTYSOaZ_vM_000,mosei_real,0,mosei_XlTYSOaZ_vM_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XlTYSOaZ_vM_000.mp4,data\preprocessed\features\z_at\XlTYSOaZ_vM_000.pt,data\preprocessed\features\z_v\XlTYSOaZ_vM_000.pt
XlTYSOaZ_vM_001,mosei_real,0,mosei_XlTYSOaZ_vM_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XlTYSOaZ_vM_001.mp4,data\preprocessed\features\z_at\XlTYSOaZ_vM_001.pt,data\preprocessed\features\z_v\XlTYSOaZ_vM_001.pt
XnPnlRQXSkM_000,mosei_real,0,mosei_XnPnlRQXSkM_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XnPnlRQXSkM_000.mp4,data\preprocessed\features\z_at\XnPnlRQXSkM_000.pt,data\preprocessed\features\z_v\XnPnlRQXSkM_000.pt
XnPnlRQXSkM_001,mosei_real,0,mosei_XnPnlRQXSkM_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\XnPnlRQXSkM_001.mp4,data\preprocessed\features\z_at\XnPnlRQXSkM_001.pt,data\preprocessed\features\z_v\XnPnlRQXSkM_001.pt
