clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
train_dia481_utt3,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia481_utt3.mp4,data\preprocessed\features\z_at\train_dia481_utt3.pt,data\preprocessed\features\z_v\train_dia481_utt3.pt
train_dia482_utt0,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia482_utt0.mp4,data\preprocessed\features\z_at\train_dia482_utt0.pt,data\preprocessed\features\z_v\train_dia482_utt0.pt
train_dia482_utt14,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia482_utt14.mp4,data\preprocessed\features\z_at\train_dia482_utt14.pt,data\preprocessed\features\z_v\train_dia482_utt14.pt
train_dia482_utt6,meld_real,0,meld_The_Fireman,disgust,disgust,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia482_utt6.mp4,data\preprocessed\features\z_at\train_dia482_utt6.pt,data\preprocessed\features\z_v\train_dia482_utt6.pt
train_dia483_utt6,meld_real,0,meld_Chandler,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia483_utt6.mp4,data\preprocessed\features\z_at\train_dia483_utt6.pt,data\preprocessed\features\z_v\train_dia483_utt6.pt
train_dia484_utt1,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia484_utt1.mp4,data\preprocessed\features\z_at\train_dia484_utt1.pt,data\preprocessed\features\z_v\train_dia484_utt1.pt
train_dia486_utt11,meld_real,0,meld_Joey,fear,fear,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia486_utt11.mp4,data\preprocessed\features\z_at\train_dia486_utt11.pt,data\preprocessed\features\z_v\train_dia486_utt11.pt
train_dia486_utt3,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia486_utt3.mp4,data\preprocessed\features\z_at\train_dia486_utt3.pt,data\preprocessed\features\z_v\train_dia486_utt3.pt
train_dia486_utt4,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia486_utt4.mp4,data\preprocessed\features\z_at\train_dia486_utt4.pt,data\preprocessed\features\z_v\train_dia486_utt4.pt
train_dia486_utt5,meld_real,0,meld_Joey,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia486_utt5.mp4,data\preprocessed\features\z_at\train_dia486_utt5.pt,data\preprocessed\features\z_v\train_dia486_utt5.pt
train_dia486_utt6,meld_real,0,meld_Chandler,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia486_utt6.mp4,data\preprocessed\features\z_at\train_dia486_utt6.pt,data\preprocessed\features\z_v\train_dia486_utt6.pt
train_dia490_utt0,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia490_utt0.mp4,data\preprocessed\features\z_at\train_dia490_utt0.pt,data\preprocessed\features\z_v\train_dia490_utt0.pt
train_dia491_utt0,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia491_utt0.mp4,data\preprocessed\features\z_at\train_dia491_utt0.pt,data\preprocessed\features\z_v\train_dia491_utt0.pt
train_dia491_utt2,meld_real,0,meld_Ross,sadness,sadness,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia491_utt2.mp4,data\preprocessed\features\z_at\train_dia491_utt2.pt,data\preprocessed\features\z_v\train_dia491_utt2.pt
train_dia493_utt10,meld_real,0,meld_Rachel,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia493_utt10.mp4,data\preprocessed\features\z_at\train_dia493_utt10.pt,data\preprocessed\features\z_v\train_dia493_utt10.pt
train_dia494_utt0,meld_real,0,meld_Phoebe,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia494_utt0.mp4,data\preprocessed\features\z_at\train_dia494_utt0.pt,data\preprocessed\features\z_v\train_dia494_utt0.pt
train_dia495_utt1,meld_real,0,meld_Monica,neutral,neutral,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia495_utt1.mp4,data\preprocessed\features\z_at\train_dia495_utt1.pt,data\preprocessed\features\z_v\train_dia495_utt1.pt
train_dia495_utt2,meld_real,0,meld_Phoebe,anger,anger,-1,1,1,1,data\raw\MELD\MELD-RAW\MELD.Raw\train\train_splits\dia495_utt2.mp4,data\preprocessed\features\z_at\train_dia495_utt2.pt,data\preprocessed\features\z_v\train_dia495_utt2.pt
