clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path
FAKE_T1_1045_IWW_FEA_XX__AUDIO_1045_IWW_HAP_XX_styletts,track1,1,crema_1045,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_IWW_FEA_XX__AUDIO_1045_IWW_HAP_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_IWW_FEA_XX__AUDIO_1045_IWW_HAP_XX_styletts.pt
FAKE_T1_1045_IWW_SAD_XX__AUDIO_1045_IWW_ANG_XX_styletts,track1,1,crema_1045,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_IWW_SAD_XX__AUDIO_1045_IWW_ANG_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_IWW_SAD_XX__AUDIO_1045_IWW_ANG_XX_styletts.pt
FAKE_T1_1045_MTI_ANG_XX__AUDIO_1045_MTI_DIS_XX_styletts,track1,1,crema_1045,DIS,ANG,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_MTI_ANG_XX__AUDIO_1045_MTI_DIS_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_MTI_ANG_XX__AUDIO_1045_MTI_DIS_XX_styletts.pt
FAKE_T1_1045_MTI_FEA_XX__AUDIO_1045_MTI_HAP_XX_styletts,track1,1,crema_1045,HAP,FEA,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_MTI_FEA_XX__AUDIO_1045_MTI_HAP_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_MTI_FEA_XX__AUDIO_1045_MTI_HAP_XX_styletts.pt
FAKE_T1_1045_TAI_HAP_XX__AUDIO_1045_TAI_NEU_XX_styletts,track1,1,crema_1045,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_TAI_HAP_XX__AUDIO_1045_TAI_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_TAI_HAP_XX__AUDIO_1045_TAI_NEU_XX_styletts.pt
FAKE_T1_1045_TSI_SAD_XX__AUDIO_1045_TSI_ANG_XX_styletts,track1,1,crema_1045,ANG,SAD,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_TSI_SAD_XX__AUDIO_1045_TSI_ANG_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_TSI_SAD_XX__AUDIO_1045_TSI_ANG_XX_styletts.pt
FAKE_T1_1045_WSI_HAP_XX__AUDIO_1045_WSI_NEU_XX_styletts,track1,1,crema_1045,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1045_WSI_HAP_XX__AUDIO_1045_WSI_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1045_WSI_HAP_XX__AUDIO_1045_WSI_NEU_XX_styletts.pt
FAKE_T1_1047_DFA_NEU_XX__AUDIO_1047_DFA_SAD_XX_styletts,track1,1,crema_1047,SAD,NEU,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1047_DFA_NEU_XX__AUDIO_1047_DFA_SAD_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1047_DFA_NEU_XX__AUDIO_1047_DFA_SAD_XX_styletts.pt
FAKE_T1_1047_IEO_DIS_LO__AUDIO_1047_IEO_FEA_LO_styletts,track1,1,crema_1047,FEA,DIS,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1047_IEO_DIS_LO__AUDIO_1047_IEO_FEA_LO_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1047_IEO_DIS_LO__AUDIO_1047_IEO_FEA_LO_styletts.pt
FAKE_T1_1047_IEO_HAP_HI__AUDIO_1047_IEO_NEU_XX_styletts,track1,1,crema_1047,NEU,HAP,-1,1,1,1,,data\preprocessed\features\z_at\FAKE_T1_1047_IEO_HAP_HI__AUDIO_1047_IEO_NEU_XX_styletts.pt,data\preprocessed\features\z_v\FAKE_T1_1047_IEO_HAP_HI__AUDIO_1047_IEO_NEU_XX_styletts.pt
